InventoryID,Description,Live Description,Current ItemClass,Live ItemClass,Proposed ItemClass,Warehouses,QtyOnHand Status,Current Vendor,Proposed VendorID,Proposed VendorName,Vendor Confidence,Vendor Match Reason,Spreadsheet VendorID,API Status,AuditStatus
LYNX-P-RSE-FRP-66,66”W Flat Rear Panel,66”W Flat Rear Panel,APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE HARDWARE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
MACP215-SS01B,"Low Profile 15"" Low Profile Clear Ice Machine, Pump, Solid Door, Reversible Door - Stainless Steel","Low Profile 15"" Low Profile Clear Ice Machine, Pump, Solid Door, Reversible Door - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
MGD7020RW,"27"" 7.4 Cubic Feet Front Load Gas Dryer - White","27"" 7.4 Cubic Feet Front Load Gas Dryer - White",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
MO24SS-3 Y,"Fisher & Paykel Contemporary 24"" Contemporary Microwave, 5 Cooking Modes","Fisher & Paykel Contemporary 24"" Contemporary Microwave, 5 Cooking Modes",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,BA0013728 Fisher & Paykel - Arive Homes 2026 - Q-59281,BA0013728,Fisher & Paykel - Arive Homes 2026 - Q-59281,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0013728.,,FOUND,READY
MRBV224-IG31A,"Essential 24"" Beverage Center, Glass Door, Reversible Hinge Lock - Panel Ready","Essential 24"" Beverage Center, Glass Door, Reversible Hinge Lock - Panel Ready",APPLIANCE,APPLIANCE,APLS-RCVD,BOISE WAREHOUSE=0,ELIGIBLE,BA0021883 Milestone - Boise / Copper Canyon Homes - PPFL-14973,BA0021883,Milestone - Boise / Copper Canyon Homes - PPFL-14973,HIGH,Current StockItem VendorDetails contains 2 vendor row(s); selected first active VendorID BA0021883.,,FOUND,READY
MRWC224-IG31A,"Essential 24"" Wine Refrigerator, Glass Door, Reversible Hinge Lock - Panel Ready","Essential 24"" Wine Refrigerator, Glass Door, Reversible Hinge Lock - Panel Ready",APPLIANCE,APPLIANCE,APLS-RCVD,BOISE WAREHOUSE=0,ELIGIBLE,BA0021883 Milestone - Boise / Copper Canyon Homes - PPFL-14973,BA0021883,Milestone - Boise / Copper Canyon Homes - PPFL-14973,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0021883.,,FOUND,READY
MVMSP6301SS,"30"" Speed Oven - Stainless Steel","30"" Speed Oven - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
MVSOE6301SS,"30"" W Single Electric Thermal Convection Oven - Stainless Steel","30"" W Single Electric Thermal Convection Oven - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
NIT5663UC,"Bosch 500 Series 36"" Induction Cooktop, Frameless, Home Connect - Black","Bosch 500 Series 36"" Induction Cooktop, Frameless, Home Connect - Black",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,BA0000001 BSH Home Appliances,BA0000001,BSH Home Appliances,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000001.,,FOUND,READY
P7236-12,"36"" Internal 1200 CFM, 10"" Start Collar, Duct Cover To 10' Ceilings","36"" Internal 1200 CFM, 10"" Start Collar, Duct Cover To 10' Ceilings",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
PBD-1200B,"Blower, Dual Internal With 1 Blower","Blower, Dual Internal With 1 Blower",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
PCFD3670AF,"36"" Dual Fuel Freestanding Range - Stainless Steel","36"" Dual Fuel Freestanding Range - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
PDPUG524SS,"24"" Panel, Glass Door With Handle For 24"" Frui/Fbui/Fwui5242G - Stainless Steel","24"" Panel, Glass Door With Handle For 24"" Frui/Fbui/Fwui5242G - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
PRO244IFEMXB,"Professional Series 24"" Range Induction, Manual Clean Oven, 4 Burners - Stainless Steel","Professional Series 24"" Range Induction, Manual Clean Oven, 4 Burners - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=1,SKIP_QTY_ON_HAND,BA0022048 MILESTONE - PPFL-14408 - SLC RC Dent Construction,BA0022048,MILESTONE - PPFL-14408 - SLC RC Dent Construction,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0022048.,,FOUND,SKIP_QTY_ON_HAND
RAC00CPAAAA/DA,Install Kit To Pair Column Built In Refrigeration,Install Kit To Pair Column Built In Refrigeration,APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE HARDWARE=0; SALT LAKE APPLIANCES=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
RS36A72J1 N,"36"" Integrated Panel Ready French Door Ice -- 72"" H","36"" Integrated Panel Ready French Door Ice -- 72"" H",APPLIANCE,APPLIANCE,APLS-RCVD,BOISE WAREHOUSE=0; SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,,BA0000773,Fisher & Paykel,HIGH,prefix RS36A maps to BA0000773 in 5/5 existing vendor-populated StockItems.,,FOUND,READY
RS36A80J1 N,"36"" Integrated Panel Ready French Door Ice -- 80"" H","36"" Integrated Panel Ready French Door Ice -- 80"" H",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,BA0000773,Fisher & Paykel,HIGH,prefix RS36A maps to BA0000773 in 5/5 existing vendor-populated StockItems.,,FOUND,READY
RS36W80RJ1 N,"Integrated 36"" Single Door Bottom Mount 80"" H Panel Ready Right Hinge","Integrated 36"" Single Door Bottom Mount 80"" H Panel Ready Right Hinge",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0; SALT LAKE PLUMBING=0,ELIGIBLE,BA0009113 Fisher & Paykel - PTP,BA0009113,Fisher & Paykel - PTP,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0009113.,,FOUND,READY
RVA466700,"Door Direction Change Kit 30""","Door Direction Change Kit 30""",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
RVC467790,"Expressive Series 24"" Refrigeration Column - Panel Ready","Expressive Series 24"" Refrigeration Column - Panel Ready",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,BA0000001 BSH Home Appliances,BA0000001,BSH Home Appliances,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000001.,,FOUND,READY
RVF477790,Vario 30'' Cooling Expressive Series Freezer - Panel Ready,Vario 30'' Cooling Expressive Series Freezer - Panel Ready,APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,BA0009150 BSH - Preferred Builder,BA0009150,BSH - Preferred Builder,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0009150.,,FOUND,READY
RVIR3304BSS,"30"" W / 24"" D Induction Range 4 Elements - Stainless Steel","30"" W / 24"" D Induction Range 4 Elements - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
SEPIH18-242,"Euro Style 42"" 550 Cfm Island Range Hood - Base Painted","Euro Style 42"" 550 Cfm Island Range Hood - Base Painted",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
SHV53EM3N,"300 Series 24"" Dishwasher With Zone Wash, PureDry, 46 dBA - Custom Panel","300 Series 24"" Dishwasher With Zone Wash, PureDry, 46 dBA - Custom Panel",APPLIANCE,APPLIANCE,APLS-RCVD,BOISE WAREHOUSE=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
TUR24RSSC,"24"" Stainless Solid Door Undercounter Refrigerator - Right Hinge","24"" Stainless Solid Door Undercounter Refrigerator - Right Hinge",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
TWD360WPLW,"24"" T1 Series Heat Pump Dryer - Lotus White","24"" T1 Series Heat Pump Dryer - Lotus White",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,,BA0000784,Miele,HIGH,brand-token MIELE maps to BA0000784 in 17/17 existing vendor-populated StockItems.,,FOUND,READY
TXI680WPECO&STEAM,"24"" T1 Dryer Heat Pump Sensortronic Glass Door Wifi - Lotus White","24"" T1 Dryer Heat Pump Sensortronic Glass Door Wifi - Lotus White",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
TXR860WPECO&STEAM,"24"" T1 Dryer Heat Pump Glass Door And Steam Wifi M-Touch Control - Lotus White","24"" T1 Dryer Heat Pump Glass Door And Steam Wifi M-Touch Control - Lotus White",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,BA0000784 Miele,BA0000784,Miele,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000784.,,FOUND,READY
UVM9125STSS,GE Profile 1.2 Cubic Feet Over The Range Low Profile Sensor Microwave Oven - Stainless Steel,GE Profile 1.2 Cubic Feet Over The Range Low Profile Sensor Microwave Oven - Stainless Steel,APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
UXWORXR30,"30"" Never Scrub Heavy Duty Roller Rack Accessory - Silver","30"" Never Scrub Heavy Duty Roller Rack Accessory - Silver",APPLIANCE,APPLIANCE,APLS-RCVD,BOISE WAREHOUSE=0,ELIGIBLE,BA0000774 G.E. / General Electric,BA0000774,G.E. / General Electric,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000774.,,FOUND,READY
VC701,L701 Vinyl Cover Built In,L701 Vinyl Cover Built In,APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE SHOWROOM=0,ELIGIBLE,"BA0000799 Viking Range-M, LLC",BA0000799,"Viking Range-M, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000799.,,FOUND,READY
W117,"36"" Rangetop brass Knob Kit","36"" Rangetop brass Knob Kit",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,BA0000003,Whirlpool Corporation,HIGH,prefix W117 maps to BA0000003 in 18/18 existing vendor-populated StockItems.,,FOUND,READY
W11774418,"Handle And Knob Hardware Accessory Kit For Kitchenaid 30"" Double Wall Oven & Microwave Combo - Brass","Handle And Knob Hardware Accessory Kit For Kitchenaid 30"" Double Wall Oven & Microwave Combo - Brass",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,BA0000003,Whirlpool Corporation,HIGH,prefix W117 maps to BA0000003 in 18/18 existing vendor-populated StockItems.,,FOUND,READY
WEF5727TR,Smart Energy Star Front Load Laundry Tower With UV Clean Technology & FreshFlowTM Vent System 4.5 Cubic Feet Washer & 7.4 Cubic Feet Electric Dryer - Radient Silver,Smart Energy Star Front Load Laundry Tower With UV Clean Technology & FreshFlowTM Vent System 4.5 Cubic Feet Washer & 7.4 Cubic Feet Electric Dryer - Radient Silver,APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE SHOWROOM=1; PROVO SHOWROOM=0; SALT LAKE APPLIANCES=0,SKIP_QTY_ON_HAND,BA0000003 Whirlpool Corporation,BA0000003,Whirlpool Corporation,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000003.,,FOUND,SKIP_QTY_ON_HAND
WFH5424SW,"Ventless Heat Pump Laudry Tower, 2.7 Cubic Feet Washer And 4.3 Cubic Feet Electric Dryer - White","Ventless Heat Pump Laudry Tower, 2.7 Cubic Feet Washer And 4.3 Cubic Feet Electric Dryer - White",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,BA0009091 Whirlpool - 4002081576 - MQ - MLD - UTAH/IDAHO BUILDERS,BA0009091,Whirlpool - 4002081576 - MQ - MLD - UTAH/IDAHO BUILDERS,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0009091.,,FOUND,READY
WMH31017AS,Whirlpool® 1.7 Cu. Ft. Microwave Hood Combination With 2-Speed Fan,Whirlpool® 1.7 Cu. Ft. Microwave Hood Combination With 2-Speed Fan,APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
WRFC5036RZ,"36"" Wide French Door Refrigerator With In Door Water & Ice, 23 Cubic Feet - Stainless Steel","36"" Wide French Door Refrigerator With In Door Water & Ice, 23 Cubic Feet - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,BA0009091 Whirlpool - 4002081576 - MQ - MLD - UTAH/IDAHO BUILDERS,BA0009091,Whirlpool - 4002081576 - MQ - MLD - UTAH/IDAHO BUILDERS,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0009091.,,FOUND,READY
WTV512,W1/T1 Drawer Stacking Kit - Lotus White,W1/T1 Drawer Stacking Kit - Lotus White,APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,BA0000784 Miele,BA0000784,Miele,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000784.,,FOUND,READY
WWD160WCS,"24"" W1 Series Front Load Washer - Lotus White / Black","24"" W1 Series Front Load Washer - Lotus White / Black",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,,BA0000784,Miele,HIGH,brand-token MIELE maps to BA0000784 in 17/17 existing vendor-populated StockItems.,,FOUND,READY
WXF660WCSTDOS,"24"" W1 Front Load Washer Tdos Wifi - Lotus White","24"" W1 Front Load Washer Tdos Wifi - Lotus White",APPLIANCE,APPLIANCE,APLS-RCVD,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,VENDOR_REVIEW_REQUIRED
ZDT900SSYSS,"Minimalist 24"" Premium Fully Integrated Dishwasher - Stainless Steel","Minimalist 24"" Premium Fully Integrated Dishwasher - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0,ELIGIBLE,BA0000774 G.E. / General Electric,BA0000774,G.E. / General Electric,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000774.,,FOUND,READY
ZK4SN360WSS,Refrigerator Accessories - Stainless Steel,Refrigerator Accessories - Stainless Steel,APPLIANCE,APPLIANCE,APLS-RCVD,BOISE WAREHOUSE=0,ELIGIBLE,BA0022763 G.E. / Boise - Ascent Broadway - 472879.5,BA0022763,G.E. / Boise - Ascent Broadway - 472879.5,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0022763.,,FOUND,READY
ZKD90DPSZSS,"Statement 27"" Double Wall Oven - Stainless Steel","Statement 27"" Double Wall Oven - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,BOISE WAREHOUSE=0,ELIGIBLE,BA0000774 G.E. / General Electric,BA0000774,G.E. / General Electric,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000774.,,FOUND,READY
ZPO-E36AS,"Core Collection Podesta Wall, 36"" - Stainless Steel","Core Collection Podesta Wall, 36"" - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,BOISE WAREHOUSE=0; SALT LAKE APPLIANCES=0,ELIGIBLE,BA0000803 Zephyr,BA0000803,Zephyr,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000803.,,FOUND,READY
ZTS90DPSZSS,"Statement 30"" Single Wall Oven - Stainless Steel","Statement 30"" Single Wall Oven - Stainless Steel",APPLIANCE,APPLIANCE,APLS-RCVD,SALT LAKE APPLIANCES=0; SOUTHWEST WAREHOUSE=1,SKIP_QTY_ON_HAND,BA0000774 G.E. / General Electric,BA0000774,G.E. / General Electric,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected first active VendorID BA0000774.,,FOUND,SKIP_QTY_ON_HAND
C1-STP-LSG,California Faucet Trousdale Single Post Toilet Paper / Hand Towel Holder - Lifetime Satin Gold,California Faucet Trousdale Single Post Toilet Paper / Hand Towel Holder - Lifetime Satin Gold,BATHHARDWA,BATHHARDWA,,SALT LAKE HARDWARE=0; SALT LAKE APPLIANCES=0,ELIGIBLE,BA0000006 California Faucets,BA0000006,California Faucets,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000006.,,FOUND,UNKNOWN_ITEM_CLASS
K256,Villa Double Towel Hook - Polished Chrome,Villa Double Towel Hook - Polished Chrome,BATHHARDWA,BATHHARDWA,,(no WarehouseDetails rows),ELIGIBLE,,,,NONE,No current VendorDetails row and no deterministic existing StockItem pattern met the audit threshold.,,FOUND,UNKNOWN_ITEM_CLASS
1090.031.I,Baldwin Estate 1090 Ball Tip - Non-laquered Brass,Baldwin Estate 1090 Ball Tip - Non-laquered Brass,HARD-LOT,HARD-LOT,,SALT LAKE HARDWARE=0; SALT LAKE APPLIANCES=0; JACKSON WAREHOUSE=10,SKIP_QTY_ON_HAND,BA0000643 Baldwin Hardware,BA0000643,Baldwin Hardware,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000643.,,FOUND,SKIP_QTY_ON_HAND
18526RT,Classic Brass Flush Pull w/Ring Pull - Revere Tarnished,Classic Brass Flush Pull w/Ring Pull - Revere Tarnished,HARD-LOT,HARD-LOT,,SALT LAKE HARDWARE=0,ELIGIBLE,BA0000649 Classic Brass,BA0000649,Classic Brass,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000649.,,FOUND,UNKNOWN_ITEM_CLASS
5030.031.IDM,"Baldwin Estate 5030 2-3/8"" Half Dummy Knob - Non-Laquered Brass","Baldwin Estate 5030 2-3/8"" Half Dummy Knob - Non-Laquered Brass",HARD-LOT,HARD-LOT,,SALT LAKE HARDWARE=0; SALT LAKE APPLIANCES=0; JACKSON WAREHOUSE=4,SKIP_QTY_ON_HAND,BA0000643 Baldwin Hardware,BA0000643,Baldwin Hardware,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000643.,,FOUND,SKIP_QTY_ON_HAND
5030.031.PASS,"Baldwin Estate 5030 Knob With 5048 Rose, Passage, - Non Lacquered Brass","Baldwin Estate 5030 Knob With 5048 Rose, Passage, - Non Lacquered Brass",HARD-LOT,HARD-LOT,,SALT LAKE HARDWARE=0; SALT LAKE APPLIANCES=0; JACKSON WAREHOUSE=7,SKIP_QTY_ON_HAND,BA0000643 Baldwin Hardware,BA0000643,Baldwin Hardware,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000643.,,FOUND,SKIP_QTY_ON_HAND
5030.031.PRIV,"Baldwin Estate 5030 Knob With 5048 Rose, Privacy, - Non Lacquered Brass","Baldwin Estate 5030 Knob With 5048 Rose, Privacy, - Non Lacquered Brass",HARD-LOT,HARD-LOT,,SALT LAKE HARDWARE=0; SALT LAKE APPLIANCES=0; JACKSON WAREHOUSE=12,SKIP_QTY_ON_HAND,BA0000643 Baldwin Hardware,BA0000643,Baldwin Hardware,HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000643.,,FOUND,SKIP_QTY_ON_HAND
5052SPKUS4,Brass Dummy Knobset With Modern Rectangular Rosette & Spoke Knob - Satin Brass,Brass Dummy Knobset With Modern Rectangular Rosette & Spoke Knob - Satin Brass,HARD-LOT,HARD-LOT,,SALT LAKE HARDWARE=0; SALT LAKE APPLIANCES=0,ELIGIBLE,"BA0000011 Emtek Products Group, LLC",BA0000011,"Emtek Products Group, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000011.,,FOUND,UNKNOWN_ITEM_CLASS
5121HLOLHUS19,"Emtek Key In Lever, Helios Lever, Rectangular Rosette, LH - Flat Black","Emtek Key In Lever, Helios Lever, Rectangular Rosette, LH - Flat Black",HARD-LOT,HARD-LOT,,BOISE WAREHOUSE=1,SKIP_QTY_ON_HAND,"BA0000011 Emtek Products Group, LLC",BA0000011,"Emtek Products Group, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000011.,,FOUND,SKIP_QTY_ON_HAND
5121HLORHUS19,"Emtek Key In Lever, Helios Lever, Rectangular Rosette, RH - Flat Black","Emtek Key In Lever, Helios Lever, Rectangular Rosette, RH - Flat Black",HARD-LOT,HARD-LOT,,BOISE WAREHOUSE=4,SKIP_QTY_ON_HAND,"BA0000011 Emtek Products Group, LLC",BA0000011,"Emtek Products Group, LLC",HIGH,Current StockItem VendorDetails contains 1 vendor row(s); selected default active VendorID BA0000011.,,FOUND,SKIP_QTY_ON_HAND
